Model_simple,Model,Engine_Capacity,Transmission,Fuel_Type,Mileage,Price,Age
Alto,ALTO JAPAN,650,AUTOMATIC,PETROL,126755,3200000,16
Alto,ALTO JAPAN,800,MANUAL,PETROL,87000,3190000,8
Every,EVERY,650,AUTOMATIC,PETROL,155000,1975000,23
Estilo,ESTILO ZEN,1000,MANUAL,PETROL,194000,2168877,15
Maruti,MARUTI 800,800,MANUAL,PETROL,80000,1665000,12
Alto,ALTO JAPAN,800,MANUAL,PETROL,24000,3150000,8
Vitara,VITARA G,1592,MANUAL,PETROL,54434,3650000,24
Maruti,MARUTI 800,800,MANUAL,PETROL,180000,1800000,18
Celerio,CELERIO ZXI,1000,AUTOMATIC,PETROL,74000,4650000,5
Alto,ALTO JAPAN,800,MANUAL,PETROL,59000,3150000,6
Alto,ALTO JAPAN,660,AUTOMATIC,PETROL,156000,3150000,16
Alto,ALTO K10 VXI,1000,MANUAL,PETROL,165000,2650000,20
Celerio,CELERIO ZXI,1000,AUTOMATIC,PETROL,71000,4550000,5
Every,EVERY,800,MANUAL,PETROL,145255,2060000,24
Liana,LIANA,1500,MANUAL,PETROL,125000,3200000,19
Alto,ALTO VXI,650,MANUAL,PETROL,52000,3150000,7
Swift,SWIFT,1300,AUTOMATIC,PETROL,175000,3255000,20
Alto,ALTO JAPAN,660,AUTOMATIC,HYBRID,156000,3150000,16
Spacia,SPACIA G GRADE,660,AUTOMATIC,PETROL,83000,4125000,8
Maruti,MARUTI 800,800,MANUAL,PETROL,87000,1575000,11
Maruti,MARUTI 800,800,MANUAL,PETROL,76000,1675000,13
Alto,ALTO VXI,800,MANUAL,PETROL,40000,3100000,8
Estilo,ESTILO VXI,1000,MANUAL,PETROL,76000,3200000,13
Alto,ALTO K10 LXI,1000,AUTOMATIC,PETROL,110000,2490000,20
Every,EVERY,800,AUTOMATIC,PETROL,125000,3140000,14
Every,EVERY,650,AUTOMATIC,PETROL,133000,3500000,15
Alto,ALTO JAPAN,650,AUTOMATIC,PETROL,123456,3090000,18
Every,EVERY,1300,MANUAL,PETROL,195586,1950000,24
Every,EVERY,660,AUTOMATIC,PETROL,70000,3600000,12
Zen,ZEN,800,MANUAL,PETROL,55000,1275000,26
Maruti,MARUTI 800,800,MANUAL,PETROL,124700,990000,25
Every,EVERY,650,AUTOMATIC,PETROL,185000,2225000,17
Every,EVERY,660,AUTOMATIC,PETROL,100000,3490000,12
Alto,ALTO JAPAN,650,AUTOMATIC,PETROL,168000,3090000,19
Every,EVERY,650,AUTOMATIC,PETROL,17000,3475000,12
Every,EVERY,2440,MANUAL,PETROL,152380,2900000,24
Maruti,MARUTI 800,650,MANUAL,PETROL,70000,1495000,16
Celerio,CELERIO ZXI,1000,TIPTRONIC,PETROL,94000,4500000,8
Alto,ALTO VXI,800,MANUAL,PETROL,18500,3060000,7
Alto,ALTO VXI,800,MANUAL,PETROL,22000,3050000,8
Maruti,MARUTI 800,800,MANUAL,PETROL,65000,1350000,17
Spacia,SPACIA,650,AUTOMATIC,HYBRID,133000,3990000,8
Alto,ALTO K10 LXI,1000,AUTOMATIC,PETROL,117000,2475000,20
Swift,SWIFT,1000,AUTOMATIC,PETROL,130000,3250000,20
Baleno,BALENO ,1000,TIPTRONIC,PETROL,47900,7075000,5
Maruti,MARUTI 800,800,MANUAL,PETROL,150000,1600000,12
Maruti,MARUTI 800,1500,MANUAL,PETROL,80000,1390000,17
A Star,A STAR VXI,1000,MANUAL,PETROL,98800,2800000,13
Alto,ALTO K10 LXI,1000,AUTOMATIC,PETROL,133000,2400000,20
Maruti,MARUTI 800,800,MANUAL,PETROL,109200,2000000,13
Celerio,CELERIO ZXI,998,AUTOMATIC,PETROL,72654,4500000,6
Spacia,SPACIA,650,AUTOMATIC,PETROL,85000,3975000,8
Every,EVERY,650,AUTOMATIC,PETROL,120000,3250000,17
Alto,ALTO K10 VXI,1000,AUTOMATIC,PETROL,150000,2800000,19
Estilo,ESTILO VXI,650,MANUAL,PETROL,42000,3000000,13
Maruti,MARUTI 800,800,MANUAL,PETROL,99300,1640000,12
Alto,ALTO VXI,800,MANUAL,PETROL,111000,3020000,6
Alto,ALTO VXI,800,MANUAL,PETROL,84725,3000000,8
Alto,ALTO VXI,800,MANUAL,PETROL,82000,3000000,8
Swift,SWIFT,1300,AUTOMATIC,PETROL,14000,3200000,20
Alto,ALTO K10 VXI,1000,MANUAL,PETROL,108000,2650000,19
Every,EVERY,660,AUTOMATIC,PETROL,204000,3290000,15
Estilo,ESTILO VXI,1000,MANUAL,PETROL,52400,2875000,13
Alto,ALTO JAPAN,650,AUTOMATIC,PETROL,139000,3000000,19
Alto,ALTO VXI,800,MANUAL,PETROL,91000,3000000,9
Maruti,MARUTI 800,800,MANUAL,PETROL,83000,1750000,10
Estilo,ESTILO VXI,1000,MANUAL,PETROL,75300,2850000,13
Maruti,MARUTI 800,800,MANUAL,PETROL,12600,1320000,18
Maruti,MARUTI 800,800,MANUAL,PETROL,97000,1385000,17
Alto,ALTO VXI,800,MANUAL,PETROL,23000,3000000,7
Estilo,ESTILO VXI,1000,MANUAL,PETROL,120000,2835000,13
Spacia,SPACIA,650,AUTOMATIC,HYBRID,94500,3940000,8
Alto,ALTO VXI,999,MANUAL,PETROL,75000,3000000,7
Celerio,CELERIO ZXI,1000,AUTOMATIC,PETROL,36000,4450000,4
Alto,ALTO VXI,800,MANUAL,PETROL,89561,3000000,8
Maruti,MARUTI 800,800,MANUAL,PETROL,99760,1460000,16
Every,EVERY,650,AUTOMATIC,PETROL,50000,2560000,22
Alto,ALTO K10 VXI,1000,AUTOMATIC,HYBRID,125000,2500000,19
Zen,ZEN,1000,MANUAL,PETROL,78901,1275000,23
Swift,SWIFT,650,AUTOMATIC,PETROL,45000,3200000,20
Alto,ALTO VXI,800,MANUAL,PETROL,89561,3000000,8
Alto,ALTO VXI,999,MANUAL,PETROL,75000,3000000,7
Alto,ALTO VXI,800,MANUAL,PETROL,23000,3000000,7
Alto,ALTO VXI,800,MANUAL,PETROL,44342,2990000,6
Alto,ALTO JAPAN,650,AUTOMATIC,PETROL,100000,2990000,16
Maruti,MARUTI 800,800,MANUAL,PETROL,180000,1375000,23
Alto,ALTO VXI,800,MANUAL,PETROL,169000,2980000,8
Alto,ALTO JAPAN,650,AUTOMATIC,PETROL,95000,2975000,16
Alto,ALTO JAPAN,660,AUTOMATIC,PETROL,115000,2975000,13
Alto,ALTO JAPAN,650,AUTOMATIC,PETROL,810000,2975000,19
Maruti,MARUTI 800,800,MANUAL,PETROL,90000,1625000,13
Celerio,CELERIO ZXI,1000,AUTOMATIC,PETROL,62000,4325000,6
Celerio,CELERIO ZXI,1000,AUTOMATIC,PETROL,19811,4300000,5
Every,EVERY,660,AUTOMATIC,PETROL,44000,5000000,4
Spacia,SPACIA CUSTOM Z,650,AUTOMATIC,PETROL,47500,5650000,7
Alto,ALTO K10 VXI,1000,MANUAL,PETROL,125000,2500000,19
Alto,ALTO JAPAN,660,AUTOMATIC,PETROL,32155,2975000,15
Maruti,MARUTI 800,800,MANUAL,PETROL,46000,1575000,16
Alto,ALTO VXI,800,MANUAL,PETROL,45000,2965000,7
Alto,ALTO VXI,800,MANUAL,PETROL,58000,2965000,6
Alto,ALTO VXI,796,MANUAL,PETROL,90740,2965000,6
Maruti,MARUTI 800,800,MANUAL,PETROL,210000,1600000,12
Alto,ALTO VXI,800,MANUAL,PETROL,38824,2965000,8
Alto,ALTO VXI,800,MANUAL,PETROL,92580,2965000,8
Esteem,ESTEEM ,1290,MANUAL,PETROL,78000,1375000,21
Maruti,MARUTI 800,800,MANUAL,PETROL,98000,1145000,18
Celerio,CELERIO ZXI,1000,AUTOMATIC,PETROL,44000,4300000,8
Every,EVERY,650,AUTOMATIC,PETROL,72000,4375000,9
Alto,ALTO LXI,800,MANUAL,PETROL,90740,2965000,6
Maruti,MARUTI 800,800,MANUAL,PETROL,75000,1675000,11
Swift,SWIFT,1000,AUTOMATIC,PETROL,160000,3200000,20
Alto,ALTO VXI,800,MANUAL,PETROL,80000,2960000,6
Swift,SWIFT,1300,AUTOMATIC,PETROL,160000,3185000,20
Alto,ALTO VXI,800,MANUAL,PETROL,80000,2960000,6
Maruti,MARUTI 800,800,MANUAL,PETROL,71000,1560000,12
Alto,ALTO VXI,800,MANUAL,PETROL,31000,2950000,8
Maruti,MARUTI 800,800,MANUAL,PETROL,60000,1700000,13
Every,EVERY,650,AUTOMATIC,PETROL,46500,5300000,7
Estilo,ESTILO VXI,1000,AUTOMATIC,PETROL,120000,2835000,13
Every,EVERY,650,AUTOMATIC,PETROL,52000,4600000,7
Hustler,HUSTLER,670,AUTOMATIC,PETROL,68000,4185000,8
Alto,ALTO VXI,800,MANUAL,PETROL,45000,2950000,7
Maruti,MARUTI 800,800,MANUAL,PETROL,98200,1520000,15
Swift,SWIFT,1300,AUTOMATIC,PETROL,189000,3185000,20
Every,EVERY,650,AUTOMATIC,PETROL,89000,3900000,9
Alto,ALTO JAPAN,750,AUTOMATIC,PETROL,188421,2950000,15
Maruti,MARUTI 800,800,MANUAL,PETROL,100175,1475000,17
Alto,ALTO VXI,800,MANUAL,PETROL,165800,2950000,8
Maruti,MARUTI 800,800,MANUAL,PETROL,90000,1250000,18
Estilo,ESTILO VXI,650,MANUAL,PETROL,62000,2750000,13
Alto,ALTO VXI,800,MANUAL,PETROL,57000,2950000,6
Alto,ALTO K10 LXI,1000,AUTOMATIC,PETROL,119000,2275000,19
Maruti,MARUTI 800,800,MANUAL,PETROL,126000,1375000,16
Maruti,MARUTI 800,800,MANUAL,PETROL,42000,1700000,13
Every,EVERY,650,AUTOMATIC,PETROL,550000,2490000,17
Maruti,MARUTI 800,1200,MANUAL,PETROL,98500,1300000,17
Alto,ALTO LXI,800,MANUAL,PETROL,50000,2950000,7
Alto,ALTO LXI,800,MANUAL,PETROL,92500,2950000,8
Celerio,CELERIO ZXI,1000,MANUAL,PETROL,127000,4300000,6
Celerio,CELERIO ZXI,1000,AUTOMATIC,PETROL,117000,4275000,6
Maruti,MARUTI 800,800,MANUAL,PETROL,80767,1850000,11
Alto,ALTO VXI,800,MANUAL,PETROL,31000,2950000,8
Swift,SWIFT,1300,AUTOMATIC,PETROL,98000,3175000,20
Alto,ALTO K10 LXI,1000,MANUAL,PETROL,128000,1875000,19
Swift,SWIFT VXI,1300,MANUAL,PETROL,21500,3175000,20
Maruti,MARUTI 800,800,MANUAL,PETROL,130000,1475000,15
Alto,ALTO K10 LXI,1000,MANUAL,PETROL,135800,1725000,19
Alto,ALTO K10 VXI,800,MANUAL,PETROL,141000,1850000,18
Every,EVERY,650,AUTOMATIC,PETROL,127850,3650000,11
A Star,A STAR LXI,1000,MANUAL,PETROL,99000,2575000,13
Alto,ALTO LXI,800,MANUAL,PETROL,120000,2900000,7
Hustler,HUSTLER,665,AUTOMATIC,PETROL,60600,4395000,7
A Star,A STAR LXI,1000,MANUAL,PETROL,97000,1675000,13
Alto,ALTO LXI,800,MANUAL,PETROL,74601,2900000,8
Every,EVERY,650,MANUAL,PETROL,80000,2075000,24
Celerio,CELERIO ZXI,1000,AUTOMATIC,PETROL,86000,4275000,6
Celerio,CELERIO ZXI,1000,AUTOMATIC,PETROL,50900,4275000,7
Celerio,CELERIO ZXI,1000,MANUAL,PETROL,50900,4275000,7
Celerio,CELERIO ZXI,1000,MANUAL,DIESEL,117000,4275000,6
Celerio,CELERIO ZXI,998,AUTOMATIC,PETROL,36500,4250000,5
Celerio,CELERIO ZXI,1000,AUTOMATIC,PETROL,89800,4250000,6
Celerio,CELERIO ZXI,1000,AUTOMATIC,PETROL,64000,4225000,7
Celerio,CELERIO ZXI,1000,AUTOMATIC,PETROL,145000,4200000,4
Estilo,ESTILO VXI,998,MANUAL,PETROL,82553,2780000,13
Alto,ALTO LXI,800,MANUAL,PETROL,20356,2900000,8
Maruti,MARUTI 800,800,MANUAL,PETROL,65322,885000,27
Estilo,ESTILO VXI,1000,MANUAL,PETROL,98000,2700000,13
Alto,ALTO LXI,800,MANUAL,PETROL,114500,2900000,6
Celerio,CELERIO ZXI,1000,AUTOMATIC,PETROL,41000,4200000,6
Alto,ALTO LXI,800,MANUAL,PETROL,82000,2900000,8
Alto,ALTO JAPAN,650,MANUAL,PETROL,162000,2900000,18
Celerio,CELERIO ZXI,996,AUTOMATIC,PETROL,30200,4200000,7
Grand Vitara,GRAND VITARA,2000,AUTOMATIC,PETROL,137000,5250000,16
Alto,ALTO LXI,800,MANUAL,PETROL,82000,2900000,8
Alto,ALTO VXI,800,MANUAL,PETROL,69603,2900000,8
Alto,ALTO LXI,800,MANUAL,PETROL,50000,2900000,8
Spacia,SPACIA CUSTOM Z,650,AUTOMATIC,PETROL,90000,5600000,7
Every,EVERY,650,AUTOMATIC,PETROL,70000,4550000,5
Every,EVERY,650,MANUAL,PETROL,146000,2250000,24
Swift,SWIFT,1320,AUTOMATIC,PETROL,130000,3100000,20
Swift,SWIFT,1300,AUTOMATIC,PETROL,158000,3100000,20
Estilo,ESTILO VXI,1000,MANUAL,PETROL,45000,2700000,13
Celerio,CELERIO ZXI,1300,MANUAL,PETROL,15000,4200000,9
A-Star,A STAR VXI,1000,MANUAL,PETROL,139000,3175000,12
Swift,SWIFT,1320,AUTOMATIC,PETROL,140000,3090000,20
Alto,ALTO JAPAN,650,AUTOMATIC,PETROL,154000,2890000,19
Alto,ALTO LXI,800,MANUAL,PETROL,165000,2900000,8
Alto,ALTO JAPAN,650,AUTOMATIC,PETROL,125000,2890000,22
Spacia,SPACIA CUSTOM Z,800,AUTOMATIC,PETROL,62000,5475000,7
Alto,ALTO LXI,800,MANUAL,PETROL,36000,2900000,8
Escudo,ESCUDO VITARA G,1250,AUTOMATIC,PETROL,250000,5200000,20
Alto,ALTO LXI,798,MANUAL,PETROL,123456,2895000,8
Maruti,MARUTI 800,800,MANUAL,PETROL,60000,1375000,18
Every,EVERY,650,AUTOMATIC,PETROL,33500,5200000,6
Swift,SWIFT,1300,AUTOMATIC,PETROL,136000,3075000,20
Celerio,CELERIO ZXI,1000,MANUAL,DIESEL,41000,4200000,6
Maruti,MARUTI 800,800,MANUAL,PETROL,54452,1400000,21
Every,EVERY,660,AUTOMATIC,PETROL,50000,4250000,9
Alto,ALTO LXI,800,MANUAL,PETROL,165000,2890000,8
Maruti,MARUTI 800,800,MANUAL,PETROL,133000,800000,26
Alto,ALTO LXI,800,MANUAL,PETROL,38000,2890000,7
Alto,ALTO LXI,800,MANUAL,PETROL,38000,2890000,7
Alto,ALTO LXI,800,MANUAL,PETROL,56000,2875000,8
Swift,SWIFT,1300,AUTOMATIC,PETROL,130000,3075000,20
Celerio,CELERIO ZXI,1300,MANUAL,DIESEL,15000,4200000,9
Swift,SWIFT VXI,1300,MANUAL,PETROL,130000,3075000,20
Alto,ALTO LXI,800,MANUAL,PETROL,46329,2875000,7
Alto,ALTO VXI,650,MANUAL,PETROL,150000,2875000,7
Alto,ALTO VXI,800,MANUAL,PETROL,56000,2875000,8
Alto,ALTO VXI,800,MANUAL,PETROL,46000,2875000,6
Every,EVERY,650,AUTOMATIC,PETROL,49850,4375000,8
Every,EVERY,650,AUTOMATIC,PETROL,179000,3350000,16
Alto,ALTO LXI,800,MANUAL,PETROL,30613,2865000,8
Maruti,MARUTI 800,800,MANUAL,PETROL,125552,1725000,17
Alto,ALTO LXI,800,MANUAL,PETROL,21000,2850000,8
Alto,ALTO K10 VXI,796,MANUAL,PETROL,130000,1850000,18
Maruti,MARUTI 800,800,MANUAL,PETROL,75000,1750000,13
Celerio,CELERIO ZXI,996,AUTOMATIC,PETROL,123456,4190000,7
Maruti,MARUTI 800,800,MANUAL,PETROL,100000,1075000,24
Maruti,MARUTI 800,800,MANUAL,PETROL,78000,1650000,13
Every,EVERY,650,AUTOMATIC,PETROL,67000,4675000,7
Every,EVERY,660,AUTOMATIC,PETROL,25000,4600000,6
Every,EVERY,660,AUTOMATIC,PETROL,85000,4750000,7
Every,EVERY,660,TIPTRONIC,PETROL,58809,4590000,5
Celerio,CELERIO ZXI,1000,AUTOMATIC,HYBRID,50800,4190000,7
Maruti,MARUTI 800,800,MANUAL,PETROL,52000,1575000,13
Every,EVERY,650,AUTOMATIC,PETROL,97000,4200000,10
Alto,ALTO JAPAN,650,AUTOMATIC,PETROL,86000,2850000,16
Alto,ALTO LXI,800,MANUAL,PETROL,59000,2850000,9
Alto,ALTO VXI,650,MANUAL,PETROL,80000,2850000,8
Swift,SWIFT,1330,AUTOMATIC,PETROL,142500,3025000,20
Alto,ALTO LXI,800,MANUAL,PETROL,89000,2850000,7
Swift,SWIFT,1300,AUTOMATIC,PETROL,171000,3000000,20
Maruti,MARUTI 800,800,MANUAL,PETROL,80000,1650000,16
Estilo,ESTILO VXI,1000,AUTOMATIC,PETROL,45000,2650000,13
Alto,ALTO VXI,660,MANUAL,PETROL,66000,2850000,8
Spacia,SPACIA CUSTOM Z,650,AUTOMATIC,PETROL,29000,5200000,7
Alto,ALTO LXI,800,MANUAL,PETROL,32000,2850000,8
Alto,ALTO LXI,800,MANUAL,PETROL,60421,2850000,7
Celerio,CELERIO ZXI,1000,MANUAL,PETROL,50800,4190000,7
Every,EVERY,660,AUTOMATIC,PETROL,157000,3625000,9
A Star,A STAR VXI,1000,MANUAL,PETROL,139000,3175000,12
Celerio,CELERIO VXI AMT,1000,TIPTRONIC,PETROL,65400,4150000,6
Every,EVERY,660,AUTOMATIC,PETROL,62000,3950000,9
Alto,ALTO VXI,660,MANUAL,PETROL,66000,2850000,8
Maruti,MARUTI 800,800,MANUAL,PETROL,40000,1800000,12
Every,EVERY,650,AUTOMATIC,PETROL,116000,3780000,10
Alto,ALTO LXI,800,MANUAL,PETROL,65000,2840000,8
Alto,ALTO LXI,800,MANUAL,PETROL,60000,2830000,7
Alto,ALTO JAPAN,660,AUTOMATIC,PETROL,122000,2800000,20
Every,EVERY,650,AUTOMATIC,PETROL,137000,3125000,17
Maruti,MARUTI 800,800,MANUAL,PETROL,90000,1375000,16
Every,EVERY,650,AUTOMATIC,PETROL,59000,3690000,10
Alto,ALTO K10 VXI,796,MANUAL,PETROL,130000,1725000,18
Alto,ALTO LXI,800,MANUAL,PETROL,74950,2825000,8
Swift,SWIFT,1300,AUTOMATIC,PETROL,137000,2975000,20
Alto,ALTO LXI,800,MANUAL,PETROL,28280,2825000,7
Maruti,MARUTI 800,800,MANUAL,PETROL,67000,1340000,17
Alto,ALTO LXI,800,MANUAL,PETROL,37320,2820000,8
Alto,ALTO LXI,800,MANUAL,PETROL,53000,2800000,8
Maruti,MARUTI 800,800,MANUAL,PETROL,125000,1410000,16
Baleno,BALENO TURBO,1000,TIPTRONIC,PETROL,54000,7125000,4
Maruti,MARUTI 800,800,MANUAL,PETROL,70000,960000,29
Every,EVERY,650,MANUAL,PETROL,128000,3875000,8
Alto,ALTO VXI,796,MANUAL,PETROL,52394,2800000,8
Spacia,SPACIA,650,AUTOMATIC,PETROL,37000,5100000,7
Maruti,MARUTI 800,800,MANUAL,PETROL,60000,1680000,13
Swift,SWIFT,1300,AUTOMATIC,PETROL,65000,2940000,20
Every,EVERY,650,AUTOMATIC,PETROL,43000,4275000,6
Alto,ALTO LXI,800,MANUAL,PETROL,104700,2800000,8
Alto,ALTO LXI,800,MANUAL,PETROL,52400,2800000,8
Every,EVERY,660,AUTOMATIC,PETROL,150000,2290000,21
Alto,ALTO VXI,800,MANUAL,PETROL,157000,2800000,8
Alto,ALTO VXI,798,MANUAL,PETROL,123456,2795000,8
Alto,ALTO VXI,796,MANUAL,PETROL,52310,2795000,8
Maruti,MARUTI 800,800,MANUAL,PETROL,195000,1223400,25
Alto,ALTO VXI,800,MANUAL,PETROL,44313,2790000,8
Swift,SWIFT,1300,AUTOMATIC,PETROL,86000,2900000,20
Alto,ALTO VXI,796,MANUAL,PETROL,123456,2790000,8
Spacia,SPACIA G GRADE,650,AUTOMATIC,PETROL,64320,4950000,7
Alto,ALTO VXI,800,MANUAL,PETROL,41188,2790000,7
Estilo,ESTILO VXI,1000,MANUAL,PETROL,89000,2690000,13
Spacia,SPACIA G GRADE,650,AUTOMATIC,PETROL,44431,4890000,7
Every,EVERY,650,AUTOMATIC,PETROL,62000,4100000,10
Celerio,CELERIO ZXI,996,AUTOMATIC,PETROL,123456,4090000,8
Escudo,ESCUDO VITARA G,2000,AUTOMATIC,PETROL,155300,4350000,24
Alto,ALTO VXI,800,MANUAL,PETROL,178000,2790000,8
Alto,ALTO VXI,800,MANUAL,PETROL,44421,2790000,8
Wagon R,WAGON R FZ,600,AUTOMATIC,HYBRID,54000,4200000,8
Alto,ALTO LXI,796,MANUAL,PETROL,75000,2790000,7
Wagon R,WAGON R FZ,650,AUTOMATIC,HYBRID,78000,4200000,8
Zen,ZEN,1000,MANUAL,PETROL,55000,1250000,24
Maruti,MARUTI 800,800,MANUAL,PETROL,51000,1380000,17
Alto,ALTO SPORT,960,MANUAL,PETROL,35000,2790000,8
Alto,ALTO VXI,800,MANUAL,PETROL,73000,2785000,8
Maruti,MARUTI 800,800,MANUAL,PETROL,97000,730000,16
Alto,ALTO VXI,800,MANUAL,PETROL,160000,2785000,8
Alto,ALTO VXI,800,MANUAL,PETROL,50000,2780000,7
Alto,ALTO JAPAN,650,AUTOMATIC,PETROL,152000,2775000,19
Alto,ALTO LXI,800,MANUAL,PETROL,42000,2780000,8
Spacia,SPACIA G GRADE,650,AUTOMATIC,HYBRID,40000,4890000,7
Alto,ALTO VXI,800,MANUAL,PETROL,42000,2780000,8
Spacia,SPACIA G GRADE,650,AUTOMATIC,PETROL,40000,4890000,7
Every,EVERY,650,AUTOMATIC,PETROL,225000,3400000,16
Alto,ALTO VXI,800,MANUAL,PETROL,68000,2775000,8
Estilo,ESTILO VXI,990,MANUAL,PETROL,117000,2690000,13
Maruti,MARUTI 800,800,MANUAL,PETROL,130000,1295000,18
Every,EVERY,650,AUTOMATIC,PETROL,43816,5200000,5
Spacia,SPACIA G GRADE,650,AUTOMATIC,PETROL,88200,4850000,7
Swift,SWIFT,1300,AUTOMATIC,PETROL,132000,2890000,20
Swift,SWIFT,1300,AUTOMATIC,PETROL,227000,2875000,20
Alto,ALTO VXI,800,MANUAL,PETROL,44313,2775000,7
Wagon R,WAGON R FZ,650,AUTOMATIC,HYBRID,88000,4200000,8
Alto,ALTO LXI,796,MANUAL,PETROL,123215,2775000,8
Every,EVERY,650,AUTOMATIC,PETROL,40000,5275000,6
Alto,ALTO VXI,800,MANUAL,PETROL,44938,2775000,8
Swift,SWIFT,1300,AUTOMATIC,PETROL,112000,2875000,20
Swift,SWIFT,1300,AUTOMATIC,PETROL,133000,2850000,20
Estilo,ESTILO VXI,990,MANUAL,DIESEL,117000,2590000,13
Alto,ALTO SPORT,796,MANUAL,PETROL,95899,2775000,7
Alto,ALTO K10 LXI,800,MANUAL,PETROL,122000,1575000,18
Alto,ALTO VXI,800,MANUAL,DIESEL,44938,2775000,8
Maruti,MARUTI 800,800,MANUAL,PETROL,120000,1650000,12
Every,EVERY,660,MANUAL,PETROL,95000,2300000,23
Alto,ALTO SPORT,800,MANUAL,PETROL,44207,2765000,8
Alto,ALTO VXI,800,MANUAL,PETROL,62000,2760000,8
Swift,SWIFT,1290,AUTOMATIC,PETROL,120000,2690000,20
Aerio,AERIO ,1200,MANUAL,PETROL,145000,2800000,20
Wagon R,WAGON R FZ,650,AUTOMATIC,HYBRID,69000,4175000,8
Wagon R,WAGON R FZ,660,AUTOMATIC,HYBRID,88000,4175000,8
Every,EVERY,600,AUTOMATIC,PETROL,52615,4500000,7
Wagon R,WAGON R FX,660,AUTOMATIC,HYBRID,88000,4175000,8
Wagon R,WAGON R FX,650,AUTOMATIC,HYBRID,80000,4150000,8
Alto,ALTO VXI,800,MANUAL,PETROL,34000,2750000,8
Wagon R,WAGON R FX,650,AUTOMATIC,HYBRID,116000,4150000,8
Alto,ALTO VXI,800,MANUAL,PETROL,49000,2750000,8
Swift,SWIFT,1000,AUTOMATIC,PETROL,54543,2650000,20
Spacia,SPACIA,650,AUTOMATIC,PETROL,79000,4750000,7
Swift,SWIFT DZIRE,1300,MANUAL,PETROL,166441,1200000,20
Maruti,MARUTI 800,800,MANUAL,PETROL,22500,1634000,13
Alto,ALTO K10 LXI,800,MANUAL,PETROL,71606,1375000,18
Every,EVERY,650,AUTOMATIC,PETROL,101795,3950000,9
Every,EVERY,650,AUTOMATIC,PETROL,90930,4100000,8
Alto,ALTO K10 VXI,1000,AUTOMATIC,PETROL,50000,3000000,17
Wagon R,WAGON R FX,660,AUTOMATIC,HYBRID,88000,4100000,8
Swift,SWIFT BITTLE SHIFT,1300,AUTOMATIC,PETROL,140000,4000000,19
Alto,ALTO VXI,800,MANUAL,PETROL,80000,2750000,7
Every,EVERY,660,AUTOMATIC,PETROL,96000,3750000,12
Wagon R,WAGON R FX,650,AUTOMATIC,HYBRID,70000,4095000,8
Alto,ALTO VXI,800,MANUAL,PETROL,56073,2750000,8
Every,EVERY,650,AUTOMATIC,PETROL,98632,3025000,17
Every,EVERY,650,AUTOMATIC,PETROL,136000,3190000,16
Alto,ALTO VXI,800,MANUAL,PETROL,82000,2750000,8
Esteem,ESTEEM ,1000,MANUAL,PETROL,300000,1400000,30
Alto,ALTO VXI,800,MANUAL,PETROL,165000,2750000,8
Alto,ALTO VXI,800,MANUAL,PETROL,45000,2750000,8
Wagon R,WAGON R FX,650,AUTOMATIC,HYBRID,70000,4095000,8
Swift,SWIFT BITTLE SHIFT,1300,AUTOMATIC,PETROL,215000,3750000,19
Every,EVERY,650,AUTOMATIC,PETROL,132000,3450000,13
Alto,ALTO SPORT,800,MANUAL,PETROL,40000,2750000,8
Alto,ALTO VXI,800,MANUAL,PETROL,156800,2750000,8
Wagon R,WAGON R FX,650,AUTOMATIC,HYBRID,133000,4000000,8
Wagon R,WAGON R FZ,660,AUTOMATIC,HYBRID,95000,3895000,8
Every,EVERY,650,MANUAL,PETROL,60000,4600000,6
Alto,ALTO LXI,650,MANUAL,PETROL,66000,2750000,8
Alto,ALTO VXI,800,MANUAL,PETROL,72000,2750000,8
Alto,ALTO JAPAN,650,AUTOMATIC,PETROL,170000,2750000,20
Vitara,VITARA G,1590,MANUAL,PETROL,150000,2590000,28
Alto,ALTO VXI,800,MANUAL,PETROL,150000,2750000,8
Alto,ALTO SPORT,800,MANUAL,PETROL,98000,2750000,8
Alto,ALTO VXI,800,MANUAL,PETROL,85000,2750000,7
Alto,ALTO SPORT,800,MANUAL,PETROL,79499,2750000,8
Wagon R,WAGON R FZ,650,AUTOMATIC,HYBRID,120000,3800000,8
Swift,SWIFT BITTLE SHIFT,1330,AUTOMATIC,PETROL,122000,3675000,19
Maruti,MARUTI 800,800,MANUAL,PETROL,75000,1700000,8
A Star,A STAR VXI,998,MANUAL,PETROL,78000,3075000,12
Alto,ALTO LXI,796,MANUAL,PETROL,60000,2750000,8
Wagon R,WAGON R FZ SAFETY,650,AUTOMATIC,HYBRID,52000,4890000,9
Alto,WAGON R FZ SAFETY,800,MANUAL,PETROL,51000,2750000,8
Celerio,WAGON R FZ SAFETY,650,AUTOMATIC,PETROL,46000,4050000,7
Maruti,WAGON R FZ SAFETY,800,MANUAL,PETROL,80000,1490000,13
Alto,ALTO K10 VXI,1000,AUTOMATIC,HYBRID,50000,3000000,17
Alto,ALTO SPORT,800,MANUAL,PETROL,73000,2750000,8
Alto,ALTO K10 VXI,800,MANUAL,PETROL,103000,2232600,17
Every,EVERY,650,AUTOMATIC,PETROL,321441,1950000,24
Every,EVERY,650,AUTOMATIC,PETROL,98632,3025000,16
Every,EVERY,650,AUTOMATIC,PETROL,145000,4295000,9
Wagon R,WAGON R FX,660,AUTOMATIC,HYBRID,25000,4800000,9
