Model,MOY,Age,Mileage,Engine_Capacity,Fuel_Type,Transmission,Price
HIACE,2002,21,100000,1720,DIESEL,MANUAL,6800000
HILUX,2007,16,290000,2500,DIESEL,MANUAL,6800000
VITZ,2017,6,51000,1000,PETROL,AUTOMATIC,6800000
PRIUS,2012,11,145000,2000,HYBRID,AUTOMATIC,6800000
PRIUS,2012,11,125000,1790,PETROL,AUTOMATIC,6800000
HIACE,1998,25,225000,1500,DIESEL,MANUAL,6800000
HIACE,1998,25,27700,1980,DIESEL,AUTOMATIC,6800000
PRIUS,2012,11,212000,1800,PETROL,AUTOMATIC,6800000
HIACE,1997,26,294000,2004,DIESEL,MANUAL,6800000
HIACE,1998,25,200000,3000,DIESEL,MANUAL,6800000
HILUX,2010,13,115000,3000,DIESEL,MANUAL,6800000
AXIO,2014,9,54424,1490,PETROL,MANUAL,6800000
HIACE,1999,24,500000,2990,DIESEL,MANUAL,6800000
AXIO,2014,9,2014,1490,PETROL,AUTOMATIC,6800000
AXIO,2014,9,2014,1490,PETROL,AUTOMATIC,6800000
HIACE,1998,25,225000,1500,DIESEL,MANUAL,6800000
PRIUS,2012,11,125000,1790,PETROL,AUTOMATIC,6800000
HIACE,1999,24,500000,2990,PETROL,MANUAL,6800000
AXIO,2014,9,54424,1490,PETROL,MANUAL,6800000
HILUX,2010,13,115000,3000,DIESEL,MANUAL,6800000
HILUX,2010,13,115000,3000,PETROL,AUTOMATIC,6800000
PRIUS,2014,9,0,1790,HYBRID,AUTOMATIC,6790000
ALLION,2008,15,93000,1500,PETROL,AUTOMATIC,6790000
ALLION,2007,16,162000,1000,PETROL,AUTOMATIC,6775000
ALLION,2008,15,155000,1500,PETROL,AUTOMATIC,6775000
TANK,2017,6,65000,1000,PETROL,AUTOMATIC,6750000
VITZ,2016,7,88000,1000,PETROL,AUTOMATIC,6750000
HIACE,1997,26,114528,2980,DIESEL,MANUAL,6750000
NOAH,2000,23,207000,1200,PETROL,AUTOMATIC,6750000
AQUA,2014,9,125000,1500,PETROL,AUTOMATIC,6750000
HILUX,2009,14,126000,2500,DIESEL,AUTOMATIC,6750000
AXIO,2014,9,150000,650,PETROL,AUTOMATIC,6750000
AQUA,2015,8,131000,1500,HYBRID,AUTOMATIC,6750000
ALLION,2007,16,152000,1500,PETROL,AUTOMATIC,6750000
AQUA,2015,8,131000,1500,HYBRID,AUTOMATIC,6750000
PRIUS,2017,6,88000,1798,PETROL,MANUAL,6715000
PRIUS,2017,6,88000,1798,PETROL,MANUAL,6715000
ALLION,2007,16,44342,1500,PETROL,AUTOMATIC,6700000
PRIUS,2012,11,130000,1500,PETROL,AUTOMATIC,6700000
AQUA,2015,8,87000,1330,HYBRID,AUTOMATIC,6700000
HIACE,1997,26,400000,2770,DIESEL,MANUAL,6700000
NOAH,2007,16,90000,1800,PETROL,AUTOMATIC,6700000
AQUA,2015,8,89000,1499,HYBRID,AUTOMATIC,6700000
AQUA,2014,9,121500,1500,PETROL,AUTOMATIC,6700000
AQUA,2015,8,105000,1500,PETROL,AUTOMATIC,6700000
VITZ,2016,7,16000,1000,PETROL,AUTOMATIC,6700000
ALLION,2007,16,138000,1330,PETROL,AUTOMATIC,6700000
AQUA,2013,10,87000,990,PETROL,AUTOMATIC,6700000
VITZ,2016,7,16000,1000,PETROL,AUTOMATIC,6700000
ALLION,2008,15,170000,1500,PETROL,AUTOMATIC,6690000
ALLION,2008,15,170000,1500,PETROL,AUTOMATIC,6690000
AQUA,2015,8,65000,1490,HYBRID,AUTOMATIC,6675000
ALLION,2007,16,152000,1500,PETROL,AUTOMATIC,6675000
ALLION,2007,16,157000,1800,PETROL,AUTOMATIC,6675000
HILUX,2008,15,210000,2500,DIESEL,AUTOMATIC,6675000
PRIUS,2012,11,175000,1800,HYBRID,AUTOMATIC,6675000
PRIUS,2012,11,175000,1800,HYBRID,AUTOMATIC,6675000
ALLION,2007,16,157000,1800,PETROL,AUTOMATIC,6675000
AQUA,2015,8,86000,1500,HYBRID,AUTOMATIC,6650000
VITZ,2017,6,49000,990,PETROL,AUTOMATIC,6650000
VITZ,2017,6,42000,1200,PETROL,AUTOMATIC,6650000
VITZ,2017,6,63500,1000,PETROL,AUTOMATIC,6650000
AXIO,2010,13,82500,1500,PETROL,AUTOMATIC,6650000
AXIO,2015,8,70000,1500,HYBRID,AUTOMATIC,6650000
HILUX,2008,15,282500,2440,DIESEL,AUTOMATIC,6650000
AQUA,2015,8,74000,1200,HYBRID,AUTOMATIC,6650000
VITZ,2016,7,27000,1000,PETROL,AUTOMATIC,6650000
AXIO,2013,10,124000,1490,HYBRID,AUTOMATIC,6650000
PRIUS,2011,12,140000,1800,PETROL,MANUAL,6650000
VITZ,2016,7,55350,1000,PETROL,AUTOMATIC,6650000
VITZ,2016,7,514500,1000,PETROL,AUTOMATIC,6650000
ALLION,2011,12,95000,1500,PETROL,AUTOMATIC,6650000
HILUX,2006,17,169000,2500,DIESEL,MANUAL,6650000
ALLION,2011,12,95000,1500,PETROL,AUTOMATIC,6650000
VITZ,2016,7,514500,1000,PETROL,AUTOMATIC,6650000
VITZ,2016,7,55350,1000,PETROL,AUTOMATIC,6650000
PRIUS,2011,12,140000,1800,PETROL,MANUAL,6650000
AXIO,2013,10,124000,1490,DIESEL,MANUAL,6650000
AQUA,2015,8,100000,1500,PETROL,AUTOMATIC,6600000
VITZ,2017,6,81000,1000,PETROL,AUTOMATIC,6600000
ALLION,2007,16,159000,1500,PETROL,AUTOMATIC,6600000
HIACE,1995,28,215000,2800,DIESEL,MANUAL,6600000
NOAH,2001,22,53000,1800,PETROL,AUTOMATIC,6600000
VITZ,2016,7,70800,1000,PETROL,AUTOMATIC,6600000
PRIUS,2011,12,173000,1990,PETROL,AUTOMATIC,6600000
AXIO,2006,17,184000,1500,PETROL,AUTOMATIC,6600000
HILUX,2006,17,212000,2500,DIESEL,MANUAL,6600000
HIACE,1995,28,125891,2660,DIESEL,MANUAL,6600000
AQUA,2015,8,127000,1500,HYBRID,AUTOMATIC,6600000
HILUX,2006,17,212000,2500,DIESEL,MANUAL,6600000
HILUX,2006,17,212000,2500,PETROL,AUTOMATIC,6600000
AXIO,2006,17,184000,1500,PETROL,MANUAL,6600000
PRIUS,2011,12,173000,1990,HYBRID,AUTOMATIC,6600000
AQUA,2013,10,115000,1500,HYBRID,AUTOMATIC,6590000
AQUA,2015,8,205000,1500,PETROL,AUTOMATIC,6590000
VITZ,2017,6,70000,1000,PETROL,AUTOMATIC,6590000
VITZ,2016,7,123456,990,PETROL,AUTOMATIC,6590000
AQUA,2015,8,205000,1500,PETROL,AUTOMATIC,6590000
AQUA,2015,8,205000,1500,DIESEL,MANUAL,6590000
TANK,2016,7,61500,1000,PETROL,AUTOMATIC,6575000
HIACE,2002,21,165000,2770,DIESEL,AUTOMATIC,6575000
VITZ,2016,7,51000,1000,PETROL,AUTOMATIC,6575000
HIACE,2002,21,165000,2770,PETROL,AUTOMATIC,6575000
ALLION,2007,16,145000,1500,PETROL,AUTOMATIC,6550000
ALLION,2007,16,177000,1500,PETROL,AUTOMATIC,6550000
ALLION,2007,16,131000,1450,PETROL,AUTOMATIC,6550000
VITZ,2016,7,84000,1000,PETROL,AUTOMATIC,6550000
HIACE,1996,27,350000,2800,DIESEL,AUTOMATIC,6550000
AQUA,2014,9,86000,1496,PETROL,AUTOMATIC,6550000
HIACE,1996,27,290000,2770,DIESEL,MANUAL,6550000
PASSO,2017,6,78000,1000,PETROL,AUTOMATIC,6550000
ALLION,2006,17,114000,1650,DIESEL,MANUAL,6550000
HIACE,2010,13,450000,800,DIESEL,MANUAL,6550000
HIACE,2010,13,450000,800,DIESEL,MANUAL,6550000
HIACE,1996,27,290000,2770,DIESEL,MANUAL,6550000
AQUA,2014,9,86000,1496,PETROL,AUTOMATIC,6550000
ALLION,2006,17,114000,1650,PETROL,MANUAL,6550000
PASSO,2017,6,78000,1000,PETROL,AUTOMATIC,6550000
AXIO,2008,15,46000,1500,PETROL,AUTOMATIC,6500000
HIACE,1999,24,500000,3000,DIESEL,MANUAL,6500000
HILUX,2007,16,84672,2775,DIESEL,MANUAL,6500000
HILUX,2010,13,114000,2500,DIESEL,MANUAL,6500000
VITZ,2016,7,62000,1000,PETROL,AUTOMATIC,6500000
HIACE,1999,24,321534,25000,DIESEL,MANUAL,6500000
HIACE,1997,26,200000,2500,DIESEL,MANUAL,6500000
HIACE,1999,24,220000,2980,DIESEL,MANUAL,6500000
HIACE,1990,33,217000,2800,DIESEL,MANUAL,6500000
HIACE,1999,24,300000,3000,DIESEL,MANUAL,6500000
HIACE,1993,30,250000,2500,PETROL,MANUAL,6500000
NOAH,2001,22,180000,1990,DIESEL,AUTOMATIC,6500000
HIACE,2003,20,190000,2800,DIESEL,AUTOMATIC,6500000
AXIO,2010,13,172000,1500,PETROL,AUTOMATIC,6500000
HIACE,1999,24,200000,2000,DIESEL,MANUAL,6500000
AQUA,2012,11,150000,1500,PETROL,AUTOMATIC,6500000
PRIUS,2012,11,125000,1800,PETROL,AUTOMATIC,6500000
HIACE,1992,31,298000,2770,DIESEL,MANUAL,6500000
HILUX,2006,17,275000,2500,DIESEL,MANUAL,6500000
HIACE,1999,24,158000,2700,DIESEL,MANUAL,6500000
PASSO,2017,6,32500,1000,PETROL,AUTOMATIC,6500000
AXIO,2010,13,100000,1330,PETROL,AUTOMATIC,6500000
HILUX,2010,13,230000,2500,DIESEL,MANUAL,6500000
PRIUS,2012,11,130000,1800,HYBRID,AUTOMATIC,6500000
VITZ,2015,8,120000,1500,PETROL,AUTOMATIC,6500000
VITZ,2016,7,70000,1000,PETROL,AUTOMATIC,6500000
VITZ,2016,7,30916,1000,PETROL,AUTOMATIC,6500000
HIACE,1995,28,600000,2770,DIESEL,MANUAL,6500000
VITZ,2016,7,30916,1000,PETROL,AUTOMATIC,6500000
VITZ,2016,7,70000,1000,PETROL,AUTOMATIC,6500000
HILUX,2006,17,275000,2500,DIESEL,MANUAL,6500000
HIACE,1992,31,298000,2770,DIESEL,MANUAL,6500000
PRIUS,2012,11,125000,1800,PETROL,AUTOMATIC,6500000
AQUA,2012,11,150000,1500,PETROL,AUTOMATIC,6500000
HIACE,1995,28,600000,2770,PETROL,MANUAL,6500000
VITZ,2015,8,120000,1500,ELECTRIC,AUTOMATIC,6500000
PRIUS,2012,11,130000,1800,DIESEL,MANUAL,6500000
HILUX,2010,13,230000,2500,PETROL,MANUAL,6500000
AXIO,2010,13,100000,1330,PETROL,MANUAL,6500000
AXIO,2014,9,44343,1490,HYBRID,AUTOMATIC,6495000
PASSO,2018,5,62500,1000,PETROL,AUTOMATIC,6495000
PASSO,2018,5,62500,1000,PETROL,AUTOMATIC,6495000
AXIO,2013,10,126580,1500,PETROL,AUTOMATIC,6490000
ALLION,2007,16,154000,1500,PETROL,AUTOMATIC,6490000
AQUA,2015,8,44431,1500,HYBRID,AUTOMATIC,6490000
NOAH,2001,22,140000,2180,DIESEL,AUTOMATIC,6490000
VITZ,2016,7,74000,1000,PETROL,AUTOMATIC,6490000
VITZ,2014,9,321512,990,PETROL,AUTOMATIC,6490000
NOAH,2001,22,140000,2180,DIESEL,AUTOMATIC,6490000
AQUA,2015,8,44431,1500,HYBRID,AUTOMATIC,6490000
AQUA,2015,8,94000,1000,PETROL,AUTOMATIC,6485000
RAV4,2007,16,152000,2400,PETROL,AUTOMATIC,6475000
ALLION,2007,16,169000,1498,PETROL,AUTOMATIC,6475000
AQUA,2015,8,83000,1500,HYBRID,AUTOMATIC,6475000
VITZ,2016,7,77000,1000,PETROL,AUTOMATIC,6475000
ALLION,2007,16,169000,1498,PETROL,AUTOMATIC,6475000
PRIUS,2013,10,75000,1800,PETROL,AUTOMATIC,6450000
TANK,2017,6,50000,1000,PETROL,AUTOMATIC,6450000
VITZ,2017,6,40500,1000,PETROL,AUTOMATIC,6450000
PRIUS,2012,11,132000,1800,PETROL,AUTOMATIC,6450000
HIACE,1995,28,250000,2770,DIESEL,AUTOMATIC,6450000
HILUX,2006,17,197000,2500,DIESEL,MANUAL,6450000
VITZ,2016,7,85000,1000,PETROL,AUTOMATIC,6450000
AQUA,2015,8,107000,1490,HYBRID,AUTOMATIC,6450000
HILUX,2010,13,135000,3000,DIESEL,MANUAL,6450000
PRIUS,2012,11,150000,1800,PETROL,AUTOMATIC,6450000
VITZ,2015,8,78000,1000,PETROL,AUTOMATIC,6450000
PRIUS,2011,12,151000,1500,PETROL,AUTOMATIC,6450000
ALLION,2007,16,146000,1500,PETROL,AUTOMATIC,6450000
PRIUS,2011,12,150000,1800,PETROL,AUTOMATIC,6450000
ALLION,2007,16,146000,1500,PETROL,AUTOMATIC,6450000
PRIUS,2011,12,151000,1500,PETROL,AUTOMATIC,6450000
VITZ,2015,8,78000,1000,PETROL,AUTOMATIC,6450000
PRIUS,2012,11,150000,1800,PETROL,AUTOMATIC,6450000
HILUX,2010,13,135000,3000,DIESEL,MANUAL,6450000
VITZ,2015,8,63000,1000,PETROL,AUTOMATIC,6450000
PRIUS,2012,11,150000,1800,DIESEL,MANUAL,6450000
AQUA,2015,8,14700,1500,HYBRID,AUTOMATIC,6400000
PRIUS,2011,12,133000,1800,PETROL,AUTOMATIC,6400000
ALLION,2007,16,145000,1500,PETROL,AUTOMATIC,6400000
HIACE,1998,25,121000,2800,DIESEL,MANUAL,6400000
ALLION,2006,17,172000,1500,PETROL,AUTOMATIC,6400000
HIACE,1995,28,239000,2770,DIESEL,MANUAL,6400000
ALLION,2007,16,140000,1500,PETROL,AUTOMATIC,6400000
VITZ,2016,7,43500,1000,PETROL,AUTOMATIC,6400000
VITZ,2015,8,70000,1000,PETROL,AUTOMATIC,6400000
HILUX,2005,18,256000,2755,PETROL,MANUAL,6400000
HILUX,2005,18,256000,2755,PETROL,AUTOMATIC,6400000
VITZ,2015,8,70000,1000,PETROL,AUTOMATIC,6400000
VITZ,2016,7,46000,1300,PETROL,AUTOMATIC,6395000
VITZ,2016,7,46000,1300,PETROL,AUTOMATIC,6395000
VITZ,2015,8,44750,1000,PETROL,AUTOMATIC,6390000
PASSO,2016,7,97900,1000,PETROL,AUTOMATIC,6390000
AQUA,2014,9,81000,1500,HYBRID,AUTOMATIC,6390000
AQUA,2014,9,81000,1500,HYBRID,AUTOMATIC,6390000
PASSO,2016,7,97900,1000,PETROL,AUTOMATIC,6390000
VITZ,2016,7,142000,1000,PETROL,AUTOMATIC,6385000
VITZ,2016,7,72000,1000,PETROL,AUTOMATIC,6375000
VITZ,2016,7,69000,1000,PETROL,AUTOMATIC,6375000
VITZ,2016,7,72000,1000,HYBRID,AUTOMATIC,6375000
VITZ,2016,7,111000,990,PETROL,AUTOMATIC,6350000
PRIUS,2012,11,126000,1800,HYBRID,AUTOMATIC,6350000
AQUA,2015,8,92000,1500,PETROL,AUTOMATIC,6350000
PRIUS,2012,11,176000,1790,PETROL,MANUAL,6350000
PRIUS,2012,11,145120,5200,PETROL,AUTOMATIC,6350000
HILUX,2010,13,74000,2500,DIESEL,MANUAL,6350000
AQUA,2014,9,61000,900,PETROL,AUTOMATIC,6350000
AQUA,2014,9,61000,900,PETROL,AUTOMATIC,6350000
HILUX,2010,13,74000,2500,DIESEL,MANUAL,6350000
PRIUS,2012,11,145120,5200,PETROL,MANUAL,6350000
HIACE,1995,28,480950,2770,DIESEL,MANUAL,6300000
ALLION,2007,16,150000,1490,PETROL,AUTOMATIC,6300000
NOAH,2002,21,197000,1500,PETROL,AUTOMATIC,6300000
PRIUS,2010,13,200000,1800,HYBRID,AUTOMATIC,6300000
AQUA,2014,9,136000,1490,HYBRID,AUTOMATIC,6300000
AXIO,2010,13,190000,1600,HYBRID,AUTOMATIC,6300000
PASSO,2017,6,69000,1000,PETROL,AUTOMATIC,6300000
PASSO,2017,6,69000,1000,PETROL,AUTOMATIC,6300000
ALLION,2010,13,100000,1500,PETROL,AUTOMATIC,6295000
PRIUS,2014,9,146000,1800,HYBRID,AUTOMATIC,6295000
AQUA,2015,8,68000,15000,HYBRID,AUTOMATIC,6290000
PRIUS,2012,11,165500,1800,HYBRID,AUTOMATIC,6290000
ALLION,2007,16,14000,1500,PETROL,AUTOMATIC,6280000
ALLION,2007,16,14000,1500,DIESEL,AUTOMATIC,6280000
PASSO,2017,6,321524,1000,PETROL,AUTOMATIC,6275000
AQUA,2014,9,86000,1500,PETROL,AUTOMATIC,6275000
TOWNACE,2004,19,90000,1800,PETROL,AUTOMATIC,6250000
PRIUS,2011,12,139500,1798,PETROL,AUTOMATIC,6250000
HIACE,1998,25,134257,3000,DIESEL,MANUAL,6250000
HARRIER,2003,20,167000,2360,PETROL,AUTOMATIC,6250000
PRIUS,2010,13,252000,1800,PETROL,AUTOMATIC,6250000
PRIUS,2009,14,149000,1800,HYBRID,AUTOMATIC,6250000
VITZ,2015,8,65000,1000,PETROL,AUTOMATIC,6250000
AQUA,2014,9,115000,1500,PETROL,AUTOMATIC,6250000
VITZ,2016,7,40000,1500,PETROL,AUTOMATIC,6250000
VITZ,2015,8,61000,1000,PETROL,AUTOMATIC,6250000
AQUA,2014,9,115000,1500,PETROL,AUTOMATIC,6250000
VITZ,2015,8,65000,1000,PETROL,AUTOMATIC,6250000
HARRIER,2003,20,167000,2360,PETROL,AUTOMATIC,6250000
HIACE,1998,25,134257,3000,DIESEL,MANUAL,6250000
PRIUS,2009,14,149000,1800,DIESEL,MANUAL,6250000
AQUA,2014,9,84000,1500,HYBRID,AUTOMATIC,6250000
HIACE,1998,25,134257,3000,DIESEL,AUTOMATIC,6250000
COROLLA,2008,15,44331,2000,PETROL,AUTOMATIC,6247000
AQUA,2014,9,84000,15000,HYBRID,AUTOMATIC,6225000
ALLION,2007,16,114800,1500,PETROL,AUTOMATIC,6200000
WIGO,2018,5,21000,1000,PETROL,AUTOMATIC,6200000
ALLION,2007,16,137000,1500,PETROL,AUTOMATIC,6200000
AXIO,2015,8,110200,1500,PETROL,AUTOMATIC,6200000
PRIUS,2009,14,91000,1790,PETROL,AUTOMATIC,6200000
ALLION,2006,17,151585,1500,PETROL,AUTOMATIC,6200000
HIACE,2006,17,110000,2770,DIESEL,AUTOMATIC,6200000
HIACE,1997,26,780000,2770,DIESEL,MANUAL,6200000
HIACE,1992,31,40000,2400,DIESEL,MANUAL,6200000
VITZ,2019,4,39000,1000,PETROL,AUTOMATIC,6200000
HIACE,1998,25,80000,2800,DIESEL,AUTOMATIC,6200000
HILUX,2009,14,190000,3000,DIESEL,MANUAL,6200000
AQUA,2014,9,117321,1500,HYBRID,AUTOMATIC,6200000
PRIUS,2013,10,133000,1800,HYBRID,AUTOMATIC,6200000
HIACE,2006,17,280000,2988,PETROL,MANUAL,6200000
VITZ,2016,7,45987,990,PETROL,AUTOMATIC,6200000
AQUA,2014,9,75000,1496,PETROL,AUTOMATIC,6200000
RUSH,2008,15,110000,1500,PETROL,AUTOMATIC,6200000
HIACE,2001,22,523212,3500,DIESEL,MANUAL,6200000
ALLION,2004,19,191000,1500,PETROL,AUTOMATIC,6200000
AQUA,2012,11,100000,1500,PETROL,AUTOMATIC,6200000
COROLLA,2008,15,157000,1500,PETROL,AUTOMATIC,6200000
AQUA,2014,9,76000,1300,HYBRID,AUTOMATIC,6200000
COROLLA,2008,15,157000,1500,PETROL,AUTOMATIC,6200000
AQUA,2012,11,100000,1500,PETROL,AUTOMATIC,6200000
ALLION,2004,19,191000,1500,PETROL,AUTOMATIC,6200000
AQUA,2014,9,117321,1500,HYBRID,AUTOMATIC,6200000
HILUX,2009,14,190000,3000,DIESEL,MANUAL,6200000
HIACE,1998,25,80000,2800,PETROL,MANUAL,6200000
HIACE,2001,22,523212,3500,DIESEL,MANUAL,6200000
RUSH,2008,15,110000,1500,DIESEL,MANUAL,6200000
AQUA,2014,9,75000,1496,PETROL,MANUAL,6200000
VITZ,2016,7,45987,990,HYBRID,AUTOMATIC,6200000
HIACE,2006,17,280000,2988,PETROL,MANUAL,6200000
VITZ,2016,7,80000,1500,PETROL,AUTOMATIC,6190000
AQUA,2012,11,78488,1500,HYBRID,AUTOMATIC,6190000
AQUA,2012,11,78488,1500,HYBRID,AUTOMATIC,6190000
PASSO,2016,7,48000,1000,PETROL,AUTOMATIC,6185000
PASSO,2016,7,81000,1000,PETROL,AUTOMATIC,6175000
VITZ,2015,8,81000,1000,PETROL,AUTOMATIC,6175000
VITZ,2016,7,67000,1000,PETROL,AUTOMATIC,6170000
VITZ,2016,7,67000,1000,HYBRID,AUTOMATIC,6170000
HIACE,1995,28,305000,2950,DIESEL,MANUAL,6150000
ALLION,2007,16,160000,1490,PETROL,AUTOMATIC,6150000
HIACE,2000,23,250000,2500,DIESEL,AUTOMATIC,6150000
HIACE,1999,24,165000,2770,DIESEL,MANUAL,6150000
NOAH,2007,16,81000,1800,PETROL,AUTOMATIC,6150000
VITZ,2016,7,137000,1000,PETROL,AUTOMATIC,6150000
AQUA,2014,9,145000,1490,HYBRID,AUTOMATIC,6150000
HIACE,2003,20,220000,3000,DIESEL,MANUAL,6150000
TOWNACE,2007,16,180000,3000,DIESEL,AUTOMATIC,6150000
PRIUS,2011,12,150350,1790,HYBRID,AUTOMATIC,6150000
TOWNACE,2007,16,180000,3000,PETROL,AUTOMATIC,6150000
HIACE,2003,20,220000,3000,DIESEL,AUTOMATIC,6150000
AQUA,2014,9,145000,1490,PETROL,AUTOMATIC,6150000
VITZ,2016,7,137000,1000,PETROL,AUTOMATIC,6150000
AQUA,2014,9,75000,1500,PETROL,AUTOMATIC,6145000
VITZ,2016,7,76000,1000,PETROL,AUTOMATIC,6125000
PRIUS,2010,13,240000,1000,PETROL,AUTOMATIC,6102000
ALLION,2007,16,130000,1500,PETROL,AUTOMATIC,6100000
AXIO,2008,15,40000,1499,PETROL,AUTOMATIC,6100000
AXIO,2014,9,115000,1500,HYBRID,MANUAL,6100000
VITZ,2015,8,84000,1000,PETROL,AUTOMATIC,6100000
AXIO,2010,13,180000,1500,PETROL,AUTOMATIC,6100000
VITZ,2015,8,84000,1000,PETROL,AUTOMATIC,6100000
HIACE,1995,28,120000,2800,DIESEL,AUTOMATIC,6050000
COROLLA,2000,23,369000,1500,PETROL,AUTOMATIC,6050000
VITZ,2016,7,76000,1000,PETROL,AUTOMATIC,6050000
AQUA,2014,9,164000,1300,PETROL,AUTOMATIC,6050000
HIACE,1998,25,300000,2982,DIESEL,MANUAL,6050000
PRIUS,2011,12,187000,1500,PETROL,AUTOMATIC,6050000
AQUA,2014,9,68800,1500,PETROL,AUTOMATIC,6050000
PRIUS,2011,12,187000,1500,PETROL,AUTOMATIC,6050000
HIACE,1998,25,300000,2982,DIESEL,MANUAL,6050000
VITZ,2015,8,71000,1000,PETROL,AUTOMATIC,6040000
HIACE,1999,24,32321,3000,DIESEL,MANUAL,6025000
CAMRY,2007,16,172000,2400,PETROL,AUTOMATIC,6000000
HIACE,1995,28,230000,2700,DIESEL,MANUAL,6000000
HILUX,2010,13,167000,2500,DIESEL,MANUAL,6000000
PASSO,2016,7,56500,990,PETROL,AUTOMATIC,6000000
AQUA,2013,10,72000,1300,PETROL,AUTOMATIC,6000000
AQUA,2013,10,7200,1300,PETROL,AUTOMATIC,6000000
AQUA,2014,9,85000,1500,HYBRID,AUTOMATIC,6000000
AQUA,2013,10,115500,1500,PETROL,AUTOMATIC,6000000
ALLION,2007,16,130000,1500,PETROL,AUTOMATIC,6000000
HILUX,2010,13,290000,2494,DIESEL,MANUAL,6000000
HIACE,1998,25,220000,2800,DIESEL,MANUAL,6000000
HIACE,1994,29,296916,2770,DIESEL,MANUAL,6000000
AQUA,2013,10,90000,1490,PETROL,AUTOMATIC,6000000
HILUX,2010,13,135000,2500,DIESEL,MANUAL,6000000
AQUA,2012,11,150000,1500,HYBRID,AUTOMATIC,6000000
HILUX,1984,39,125896,2770,DIESEL,MANUAL,6000000
AQUA,2014,9,83000,1490,PETROL,AUTOMATIC,6000000
AQUA,2013,10,123000,1200,HYBRID,AUTOMATIC,6000000
RUSH,2010,13,147000,1490,PETROL,MANUAL,6000000
HIACE,2001,22,60000,2770,DIESEL,MANUAL,6000000
AQUA,2013,10,130000,1500,PETROL,AUTOMATIC,6000000
ALLION,2003,20,170000,1500,PETROL,AUTOMATIC,6000000
ALLION,2006,17,169000,1500,PETROL,AUTOMATIC,6000000
VITZ,2015,8,68000,990,PETROL,AUTOMATIC,6000000
HIACE,1996,27,156456,2750,DIESEL,MANUAL,6000000
HILUX,2007,16,180000,3000,DIESEL,MANUAL,6000000
HIACE,1996,27,156456,2750,DIESEL,MANUAL,6000000
VITZ,2015,8,68000,990,PETROL,AUTOMATIC,6000000
ALLION,2006,17,169000,1500,PETROL,AUTOMATIC,6000000
ALLION,2003,20,170000,1500,PETROL,AUTOMATIC,6000000
AQUA,2012,11,150000,1500,HYBRID,AUTOMATIC,6000000
HILUX,2010,13,135000,2500,DIESEL,AUTOMATIC,6000000
AQUA,2013,10,90000,1490,PETROL,MANUAL,6000000
AQUA,2013,10,130000,1500,DIESEL,MANUAL,6000000
AQUA,2014,9,124000,1490,HYBRID,AUTOMATIC,5995000
COROLLA,2007,16,166800,1500,PETROL,AUTOMATIC,5995000
COROLLA,2007,16,166800,1500,PETROL,AUTOMATIC,5995000
VITZ,2016,7,63000,1000,PETROL,AUTOMATIC,5990000
AQUA,2013,10,76500,1500,PETROL,AUTOMATIC,5990000
PASSO,2017,6,46500,1000,PETROL,AUTOMATIC,5975000
AQUA,2014,9,101000,1490,PETROL,AUTOMATIC,5975000
AQUA,2013,10,57000,1500,HYBRID,AUTOMATIC,5975000
PRIUS,2011,12,115000,1500,HYBRID,AUTOMATIC,5975000
HIACE,1995,28,540000,2770,DIESEL,AUTOMATIC,5975000
HIACE,1995,28,540000,2770,DIESEL,AUTOMATIC,5975000
AQUA,2013,10,57000,1500,PETROL,AUTOMATIC,5975000
VITZ,2016,7,58000,1000,PETROL,AUTOMATIC,5970000
AQUA,2013,10,139000,1500,HYBRID,AUTOMATIC,5960000
HIACE,1998,25,385500,2980,DIESEL,AUTOMATIC,5950000
HIACE,1998,25,250000,2770,DIESEL,MANUAL,5950000
NOAH,2001,22,245000,1800,PETROL,AUTOMATIC,5950000
AQUA,2013,10,124000,1500,HYBRID,AUTOMATIC,5950000
HIACE,1995,28,285000,2770,DIESEL,MANUAL,5950000
AXIO,2007,16,225000,1500,PETROL,AUTOMATIC,5950000
HIACE,1993,30,200000,800,DIESEL,MANUAL,5950000
VITZ,2015,8,68000,1000,PETROL,AUTOMATIC,5950000
HIACE,1988,35,288863,2700,DIESEL,MANUAL,5937500
AQUA,2014,9,165400,1300,PETROL,AUTOMATIC,5920000
AQUA,2014,9,165400,1300,PETROL,AUTOMATIC,5920000
IST,2008,15,114000,1500,PETROL,AUTOMATIC,5900000
HIACE,1993,30,46000,3000,DIESEL,MANUAL,5900000
AQUA,2018,5,45000,1500,PETROL,AUTOMATIC,5900000
NOAH,2000,23,195000,1285,DIESEL,MANUAL,5900000
AQUA,2014,9,70000,1500,HYBRID,AUTOMATIC,5900000
YARIS,2008,15,175000,1300,PETROL,AUTOMATIC,5900000
AQUA,2013,10,116678,1496,PETROL,AUTOMATIC,5900000
PRIUS,2011,12,197000,1800,HYBRID,AUTOMATIC,5900000
AXIO,2007,16,147961,1800,PETROL,AUTOMATIC,5900000
NOAH,2006,17,163000,1500,PETROL,MANUAL,5900000
HILUX,2009,14,167000,3000,DIESEL,MANUAL,5900000
HIACE,1993,30,110000,2770,DIESEL,MANUAL,5900000
HIACE,1993,30,110000,2770,DIESEL,MANUAL,5900000
PRIUS,2011,12,197000,1800,HYBRID,AUTOMATIC,5900000
AQUA,2013,10,116678,1496,DIESEL,AUTOMATIC,5900000
HILUX,2009,14,167000,3000,PETROL,MANUAL,5900000
